Case    |No      |Node    |    F_X(t)  |    F_Y(t)  |    F_Z(t)  |    M_X(t.m)|    M_Y(t.m)|    M_Z(t.m)
    331.|      1.|    249.|       -2.01|        3.75|        1.16|        0.00|        0.00|        0.00
    331.|      2.|    122.|       38.01|       58.61|        1.65|        0.00|        0.00|        0.00
    331.|      3.|    122.|       38.01|       58.61|        1.65|        0.00|        0.00|        0.00
    331.|      4.|    122.|       38.01|       58.61|        1.65|        0.00|        0.00|        0.00
    331.|      5.|    122.|       38.01|       58.61|        1.65|        0.00|        0.00|        0.00
    331.|      6.|    122.|       38.01|       58.61|        1.65|        0.00|        0.00|        0.00
    332.|      1.|    249.|       -2.58|        4.89|        1.16|        0.00|        0.00|        0.00
    332.|      2.|    122.|       37.49|       58.08|        1.65|        0.00|        0.00|        0.00
    332.|      3.|    122.|       37.49|       58.08|        1.65|        0.00|        0.00|        0.00
    332.|      4.|    122.|       37.49|       58.08|        1.65|        0.00|        0.00|        0.00
    332.|      5.|    122.|       37.49|       58.08|        1.65|        0.00|        0.00|        0.00
    332.|      6.|    122.|       37.49|       58.08|        1.65|        0.00|        0.00|        0.00
    333.|      1.|    249.|       -3.15|        6.03|        1.16|        0.00|        0.00|        0.00
    333.|      2.|    122.|       36.95|       57.54|        1.65|        0.00|        0.00|        0.00
    333.|      3.|    122.|       36.95|       57.54|        1.65|        0.00|        0.00|        0.00
    333.|      4.|    122.|       36.95|       57.54|        1.65|        0.00|        0.00|        0.00
    333.|      5.|    122.|       36.95|       57.54|        1.65|        0.00|        0.00|        0.00
    333.|      6.|    122.|       36.95|       57.54|        1.65|        0.00|        0.00|        0.00
    334.|      1.|    249.|       -3.72|        7.17|        1.16|        0.00|        0.00|        0.00
    334.|      2.|    122.|       36.41|       56.98|        1.65|        0.00|        0.00|        0.00
    334.|      3.|    122.|       36.41|       56.98|        1.65|        0.00|        0.00|        0.00
    334.|      4.|    122.|       36.41|       56.98|        1.65|        0.00|        0.00|        0.00
    334.|      5.|    122.|       36.41|       56.98|        1.65|        0.00|        0.00|        0.00
    334.|      6.|    122.|       36.41|       56.98|        1.65|        0.00|        0.00|        0.00
    335.|      1.|    249.|       -4.29|        8.31|        1.16|        0.00|        0.00|        0.00
    335.|      2.|    122.|       35.85|       56.40|        1.65|        0.00|        0.00|        0.00
    335.|      3.|    122.|       35.85|       56.40|        1.65|        0.00|        0.00|        0.00
    335.|      4.|    122.|       35.85|       56.40|        1.65|        0.00|        0.00|        0.00
    335.|      5.|    122.|       35.85|       56.40|        1.65|        0.00|        0.00|        0.00
    335.|      6.|    122.|       35.85|       56.40|        1.65|        0.00|        0.00|        0.00
    336.|      1.|    249.|       -4.86|        9.44|        1.16|        0.00|        0.00|        0.00
    336.|      2.|    122.|       35.29|       55.81|        1.65|        0.00|        0.00|        0.00
    336.|      3.|    122.|       35.29|       55.81|        1.65|        0.00|        0.00|        0.00
    336.|      4.|    122.|       35.29|       55.81|        1.65|        0.00|        0.00|        0.00
    336.|      5.|    122.|       35.29|       55.81|        1.65|        0.00|        0.00|        0.00
    336.|      6.|    122.|       35.29|       55.81|        1.65|        0.00|        0.00|        0.00
    337.|      1.|    249.|       -5.42|       10.58|        1.16|        0.00|        0.00|        0.00
    337.|      2.|    122.|       34.71|       55.20|        1.65|        0.00|        0.00|        0.00
    337.|      3.|    122.|       34.71|       55.20|        1.65|        0.00|        0.00|        0.00
    337.|      4.|    122.|       34.71|       55.20|        1.65|        0.00|        0.00|        0.00
    337.|      5.|    122.|       34.71|       55.20|        1.65|        0.00|        0.00|        0.00
    337.|      6.|    122.|       34.71|       55.20|        1.65|        0.00|        0.00|        0.00
    338.|      1.|    249.|       -5.99|       11.70|        1.16|        0.00|        0.00|        0.00
    338.|      2.|    122.|       34.12|       54.57|        1.65|        0.00|        0.00|        0.00
    338.|      3.|    122.|       34.12|       54.57|        1.65|        0.00|        0.00|        0.00
    338.|      4.|    122.|       34.12|       54.57|        1.65|        0.00|        0.00|        0.00
    338.|      5.|    122.|       34.12|       54.57|        1.65|        0.00|        0.00|        0.00
    338.|      6.|    122.|       34.12|       54.57|        1.65|        0.00|        0.00|        0.00
    339.|      1.|    249.|       -6.55|       12.83|        1.16|        0.00|        0.00|        0.00
    339.|      2.|    122.|       33.52|       53.93|        1.65|        0.00|        0.00|        0.00
    339.|      3.|    122.|       33.52|       53.93|        1.65|        0.00|        0.00|        0.00
    339.|      4.|    122.|       33.52|       53.93|        1.65|        0.00|        0.00|        0.00
    339.|      5.|    122.|       33.52|       53.93|        1.65|        0.00|        0.00|        0.00
    339.|      6.|    122.|       33.52|       53.93|        1.65|        0.00|        0.00|        0.00
    340.|      1.|    249.|       -7.11|       13.95|        1.16|        0.00|        0.00|        0.00
    340.|      2.|    122.|       32.91|       53.27|        1.65|        0.00|        0.00|        0.00
    340.|      3.|    122.|       32.91|       53.27|        1.65|        0.00|        0.00|        0.00
    340.|      4.|    122.|       32.91|       53.27|        1.65|        0.00|        0.00|        0.00
    340.|      5.|    122.|       32.91|       53.27|        1.65|        0.00|        0.00|        0.00
    340.|      6.|    122.|       32.91|       53.27|        1.65|        0.00|        0.00|        0.00
    341.|      1.|    249.|       -7.67|       15.07|        1.16|        0.00|        0.00|        0.00
    341.|      2.|    122.|       32.30|       52.59|        1.65|        0.00|        0.00|        0.00
    341.|      3.|    122.|       32.30|       52.59|        1.65|        0.00|        0.00|        0.00
    341.|      4.|    122.|       32.30|       52.59|        1.65|        0.00|        0.00|        0.00
    341.|      5.|    122.|       32.30|       52.59|        1.65|        0.00|        0.00|        0.00
    341.|      6.|    122.|       32.30|       52.59|        1.65|        0.00|        0.00|        0.00
    342.|      1.|    249.|       -8.23|       16.18|        1.16|        0.00|        0.00|        0.00
    342.|      2.|    122.|       31.67|       51.90|        1.65|        0.00|        0.00|        0.00
    342.|      3.|    122.|       31.67|       51.90|        1.65|        0.00|        0.00|        0.00
    342.|      4.|    122.|       31.67|       51.90|        1.65|        0.00|        0.00|        0.00
    342.|      5.|    122.|       31.67|       51.90|        1.65|        0.00|        0.00|        0.00
    342.|      6.|    122.|       31.67|       51.90|        1.65|        0.00|        0.00|        0.00
    343.|      1.|    249.|       -8.78|       17.29|        1.16|        0.00|        0.00|        0.00
    343.|      2.|    122.|       31.03|       51.19|        1.65|        0.00|        0.00|        0.00
    343.|      3.|    122.|       31.03|       51.19|        1.65|        0.00|        0.00|        0.00
    343.|      4.|    122.|       31.03|       51.19|        1.65|        0.00|        0.00|        0.00
    343.|      5.|    122.|       31.03|       51.19|        1.65|        0.00|        0.00|        0.00
    343.|      6.|    122.|       31.03|       51.19|        1.65|        0.00|        0.00|        0.00
    344.|      1.|    249.|       -9.33|       18.39|        1.16|        0.00|        0.00|        0.00
    344.|      2.|    122.|       30.38|       50.47|        1.65|        0.00|        0.00|        0.00
    344.|      3.|    122.|       30.38|       50.47|        1.65|        0.00|        0.00|        0.00
    344.|      4.|    122.|       30.38|       50.47|        1.65|        0.00|        0.00|        0.00
    344.|      5.|    122.|       30.38|       50.47|        1.65|        0.00|        0.00|        0.00
    344.|      6.|    122.|       30.38|       50.47|        1.65|        0.00|        0.00|        0.00
    345.|      1.|    249.|       -9.88|       19.48|        1.16|        0.00|        0.00|        0.00
    345.|      2.|    122.|       29.73|       49.73|        1.65|        0.00|        0.00|        0.00
    345.|      3.|    122.|       29.73|       49.73|        1.65|        0.00|        0.00|        0.00
    345.|      4.|    122.|       29.73|       49.73|        1.65|        0.00|        0.00|        0.00
    345.|      5.|    122.|       29.73|       49.73|        1.65|        0.00|        0.00|        0.00
    345.|      6.|    122.|       29.73|       49.73|        1.65|        0.00|        0.00|        0.00
    346.|      1.|    249.|      -10.43|       20.58|        1.16|        0.00|        0.00|        0.00
    346.|      2.|    122.|       29.06|       48.97|        1.65|        0.00|        0.00|        0.00
    346.|      3.|    122.|       29.06|       48.97|        1.65|        0.00|        0.00|        0.00
    346.|      4.|    122.|       29.06|       48.97|        1.65|        0.00|        0.00|        0.00
    346.|      5.|    122.|       29.06|       48.97|        1.65|        0.00|        0.00|        0.00
    346.|      6.|    122.|       29.06|       48.97|        1.65|        0.00|        0.00|        0.00
    347.|      1.|    249.|      -10.97|       21.66|        1.16|        0.00|        0.00|        0.00
    347.|      2.|    122.|       28.39|       48.20|        1.65|        0.00|        0.00|        0.00
    347.|      3.|    122.|       28.39|       48.20|        1.65|        0.00|        0.00|        0.00
