Case    |No      |Node    |    F_X(t)  |    F_Y(t)  |    F_Z(t)  |    M_X(t.m)|    M_Y(t.m)|    M_Z(t.m)
    181.|      3.|    122.|      -18.13|      -36.00|        1.65|        0.00|        0.00|        0.00
    181.|      4.|    122.|      -18.13|      -36.00|        1.65|        0.00|        0.00|        0.00
    181.|      5.|    122.|      -18.13|      -36.00|        1.65|        0.00|        0.00|        0.00
    181.|      6.|    122.|      -18.13|      -36.00|        1.65|        0.00|        0.00|        0.00
    182.|      1.|    249.|       18.61|      -36.95|        1.16|        0.00|        0.00|        0.00
    182.|      2.|    122.|      -17.35|      -35.04|        1.65|        0.00|        0.00|        0.00
    182.|      3.|    122.|      -17.35|      -35.04|        1.65|        0.00|        0.00|        0.00
    182.|      4.|    122.|      -17.35|      -35.04|        1.65|        0.00|        0.00|        0.00
    182.|      5.|    122.|      -17.35|      -35.04|        1.65|        0.00|        0.00|        0.00
    182.|      6.|    122.|      -17.35|      -35.04|        1.65|        0.00|        0.00|        0.00
    183.|      1.|    249.|       19.08|      -37.89|        1.16|        0.00|        0.00|        0.00
    183.|      2.|    122.|      -16.56|      -34.06|        1.65|        0.00|        0.00|        0.00
    183.|      3.|    122.|      -16.56|      -34.06|        1.65|        0.00|        0.00|        0.00
    183.|      4.|    122.|      -16.56|      -34.06|        1.65|        0.00|        0.00|        0.00
    183.|      5.|    122.|      -16.56|      -34.06|        1.65|        0.00|        0.00|        0.00
    183.|      6.|    122.|      -16.56|      -34.06|        1.65|        0.00|        0.00|        0.00
    184.|      1.|    249.|       19.54|      -38.82|        1.16|        0.00|        0.00|        0.00
    184.|      2.|    122.|      -15.77|      -33.08|        1.65|        0.00|        0.00|        0.00
    184.|      3.|    122.|      -15.77|      -33.08|        1.65|        0.00|        0.00|        0.00
    184.|      4.|    122.|      -15.77|      -33.08|        1.65|        0.00|        0.00|        0.00
    184.|      5.|    122.|      -15.77|      -33.08|        1.65|        0.00|        0.00|        0.00
    184.|      6.|    122.|      -15.77|      -33.08|        1.65|        0.00|        0.00|        0.00
    185.|      1.|    249.|       20.00|      -39.74|        1.16|        0.00|        0.00|        0.00
    185.|      2.|    122.|      -14.98|      -32.09|        1.65|        0.00|        0.00|        0.00
    185.|      3.|    122.|      -14.98|      -32.09|        1.65|        0.00|        0.00|        0.00
    185.|      4.|    122.|      -14.98|      -32.09|        1.65|        0.00|        0.00|        0.00
    185.|      5.|    122.|      -14.98|      -32.09|        1.65|        0.00|        0.00|        0.00
    185.|      6.|    122.|      -14.98|      -32.09|        1.65|        0.00|        0.00|        0.00
    186.|      1.|    249.|       20.45|      -40.64|        1.16|        0.00|        0.00|        0.00
    186.|      2.|    122.|      -14.17|      -31.08|        1.65|        0.00|        0.00|        0.00
    186.|      3.|    122.|      -14.17|      -31.08|        1.65|        0.00|        0.00|        0.00
    186.|      4.|    122.|      -14.17|      -31.08|        1.65|        0.00|        0.00|        0.00
    186.|      5.|    122.|      -14.17|      -31.08|        1.65|        0.00|        0.00|        0.00
    186.|      6.|    122.|      -14.17|      -31.08|        1.65|        0.00|        0.00|        0.00
    187.|      1.|    249.|       20.90|      -41.54|        1.16|        0.00|        0.00|        0.00
    187.|      2.|    122.|      -13.37|      -30.07|        1.65|        0.00|        0.00|        0.00
    187.|      3.|    122.|      -13.37|      -30.07|        1.65|        0.00|        0.00|        0.00
    187.|      4.|    122.|      -13.37|      -30.07|        1.65|        0.00|        0.00|        0.00
    187.|      5.|    122.|      -13.37|      -30.07|        1.65|        0.00|        0.00|        0.00
    187.|      6.|    122.|      -13.37|      -30.07|        1.65|        0.00|        0.00|        0.00
    188.|      1.|    249.|       21.33|      -42.42|        1.16|        0.00|        0.00|        0.00
    188.|      2.|    122.|      -12.56|      -29.05|        1.65|        0.00|        0.00|        0.00
    188.|      3.|    122.|      -12.56|      -29.05|        1.65|        0.00|        0.00|        0.00
    188.|      4.|    122.|      -12.56|      -29.05|        1.65|        0.00|        0.00|        0.00
    188.|      5.|    122.|      -12.56|      -29.05|        1.65|        0.00|        0.00|        0.00
    188.|      6.|    122.|      -12.56|      -29.05|        1.65|        0.00|        0.00|        0.00
    189.|      1.|    249.|       21.77|      -43.28|        1.16|        0.00|        0.00|        0.00
    189.|      2.|    122.|      -11.75|      -28.02|        1.65|        0.00|        0.00|        0.00
    189.|      3.|    122.|      -11.75|      -28.02|        1.65|        0.00|        0.00|        0.00
    189.|      4.|    122.|      -11.75|      -28.02|        1.65|        0.00|        0.00|        0.00
    189.|      5.|    122.|      -11.75|      -28.02|        1.65|        0.00|        0.00|        0.00
    189.|      6.|    122.|      -11.75|      -28.02|        1.65|        0.00|        0.00|        0.00
    190.|      1.|    249.|       22.19|      -44.14|        1.16|        0.00|        0.00|        0.00
    190.|      2.|    122.|      -10.93|      -26.98|        1.65|        0.00|        0.00|        0.00
    190.|      3.|    122.|      -10.93|      -26.98|        1.65|        0.00|        0.00|        0.00
    190.|      4.|    122.|      -10.93|      -26.98|        1.65|        0.00|        0.00|        0.00
    190.|      5.|    122.|      -10.93|      -26.98|        1.65|        0.00|        0.00|        0.00
    190.|      6.|    122.|      -10.93|      -26.98|        1.65|        0.00|        0.00|        0.00
    191.|      1.|    249.|       22.61|      -44.98|        1.16|        0.00|        0.00|        0.00
    191.|      2.|    122.|      -10.11|      -25.93|        1.65|        0.00|        0.00|        0.00
    191.|      3.|    122.|      -10.11|      -25.93|        1.65|        0.00|        0.00|        0.00
    191.|      4.|    122.|      -10.11|      -25.93|        1.65|        0.00|        0.00|        0.00
    191.|      5.|    122.|      -10.11|      -25.93|        1.65|        0.00|        0.00|        0.00
    191.|      6.|    122.|      -10.11|      -25.93|        1.65|        0.00|        0.00|        0.00
    192.|      1.|    249.|       23.02|      -45.81|        1.16|        0.00|        0.00|        0.00
    192.|      2.|    122.|       -9.29|      -24.87|        1.65|        0.00|        0.00|        0.00
    192.|      3.|    122.|       -9.29|      -24.87|        1.65|        0.00|        0.00|        0.00
    192.|      4.|    122.|       -9.29|      -24.87|        1.65|        0.00|        0.00|        0.00
    192.|      5.|    122.|       -9.29|      -24.87|        1.65|        0.00|        0.00|        0.00
    192.|      6.|    122.|       -9.29|      -24.87|        1.65|        0.00|        0.00|        0.00
    193.|      1.|    249.|       23.43|      -46.62|        1.16|        0.00|        0.00|        0.00
    193.|      2.|    122.|       -8.46|      -23.81|        1.65|        0.00|        0.00|        0.00
    193.|      3.|    122.|       -8.46|      -23.81|        1.65|        0.00|        0.00|        0.00
    193.|      4.|    122.|       -8.46|      -23.81|        1.65|        0.00|        0.00|        0.00
    193.|      5.|    122.|       -8.46|      -23.81|        1.65|        0.00|        0.00|        0.00
    193.|      6.|    122.|       -8.46|      -23.81|        1.65|        0.00|        0.00|        0.00
    194.|      1.|    249.|       23.83|      -47.42|        1.16|        0.00|        0.00|        0.00
    194.|      2.|    122.|       -7.63|      -22.74|        1.65|        0.00|        0.00|        0.00
    194.|      3.|    122.|       -7.63|      -22.74|        1.65|        0.00|        0.00|        0.00
    194.|      4.|    122.|       -7.63|      -22.74|        1.65|        0.00|        0.00|        0.00
    194.|      5.|    122.|       -7.63|      -22.74|        1.65|        0.00|        0.00|        0.00
    194.|      6.|    122.|       -7.63|      -22.74|        1.65|        0.00|        0.00|        0.00
    195.|      1.|    249.|       24.22|      -48.20|        1.16|        0.00|        0.00|        0.00
    195.|      2.|    122.|       -6.80|      -21.66|        1.65|        0.00|        0.00|        0.00
    195.|      3.|    122.|       -6.80|      -21.66|        1.65|        0.00|        0.00|        0.00
    195.|      4.|    122.|       -6.80|      -21.66|        1.65|        0.00|        0.00|        0.00
    195.|      5.|    122.|       -6.80|      -21.66|        1.65|        0.00|        0.00|        0.00
    195.|      6.|    122.|       -6.80|      -21.66|        1.65|        0.00|        0.00|        0.00
    196.|      1.|    249.|       24.60|      -48.97|        1.16|        0.00|        0.00|        0.00
    196.|      2.|    122.|       -5.97|      -20.58|        1.65|        0.00|        0.00|        0.00
    196.|      3.|    122.|       -5.97|      -20.58|        1.65|        0.00|        0.00|        0.00
    196.|      4.|    122.|       -5.97|      -20.58|        1.65|        0.00|        0.00|        0.00
    196.|      5.|    122.|       -5.97|      -20.58|        1.65|        0.00|        0.00|        0.00
    196.|      6.|    122.|       -5.97|      -20.58|        1.65|        0.00|        0.00|        0.00
    197.|      1.|    249.|       24.98|      -49.73|        1.16|        0.00|        0.00|        0.00
    197.|      2.|    122.|       -5.13|      -19.48|        1.65|        0.00|        0.00|        0.00
    197.|      3.|    122.|       -5.13|      -19.48|        1.65|        0.00|        0.00|        0.00
    197.|      4.|    122.|       -5.13|      -19.48|        1.65|        0.00|        0.00|        0.00
    197.|      5.|    122.|       -5.13|      -19.48|        1.65|        0.00|        0.00|        0.00
    197.|      6.|    122.|       -5.13|      -19.48|        1.65|        0.00|        0.00|        0.00
    198.|      1.|    249.|       25.35|      -50.47|        1.16|        0.00|        0.00|        0.00
    198.|      2.|    122.|       -4.30|      -18.39|        1.65|        0.00|        0.00|        0.00
    198.|      3.|    122.|       -4.30|      -18.39|        1.65|        0.00|        0.00|        0.00
    198.|      4.|    122.|       -4.30|      -18.39|        1.65|        0.00|        0.00|        0.00
    198.|      5.|    122.|       -4.30|      -18.39|        1.65|        0.00|        0.00|        0.00
    198.|      6.|    122.|       -4.30|      -18.39|        1.65|        0.00|        0.00|        0.00
    199.|      1.|    249.|       25.71|      -51.19|        1.16|        0.00|        0.00|        0.00
    199.|      2.|    122.|       -3.46|      -17.29|        1.65|        0.00|        0.00|        0.00
    199.|      3.|    122.|       -3.46|      -17.29|        1.65|        0.00|        0.00|        0.00
    199.|      4.|    122.|       -3.46|      -17.29|        1.65|        0.00|        0.00|        0.00
    199.|      5.|    122.|       -3.46|      -17.29|        1.65|        0.00|        0.00|        0.00
    199.|      6.|    122.|       -3.46|      -17.29|        1.65|        0.00|        0.00|        0.00
    200.|      1.|    249.|       26.06|      -51.90|        1.16|        0.00|        0.00|        0.00
    200.|      2.|    122.|       -2.62|      -16.18|        1.65|        0.00|        0.00|        0.00
    200.|      3.|    122.|       -2.62|      -16.18|        1.65|        0.00|        0.00|        0.00
    200.|      4.|    122.|       -2.62|      -16.18|        1.65|        0.00|        0.00|        0.00
    200.|      5.|    122.|       -2.62|      -16.18|        1.65|        0.00|        0.00|        0.00
    200.|      6.|    122.|       -2.62|      -16.18|        1.65|        0.00|        0.00|        0.00
    201.|      1.|    249.|       26.41|      -52.59|        1.16|        0.00|        0.00|        0.00
    201.|      2.|    122.|       -1.78|      -15.07|        1.65|        0.00|        0.00|        0.00
    201.|      3.|    122.|       -1.78|      -15.07|        1.65|        0.00|        0.00|        0.00
    201.|      4.|    122.|       -1.78|      -15.07|        1.65|        0.00|        0.00|        0.00
    201.|      5.|    122.|       -1.78|      -15.07|        1.65|        0.00|        0.00|        0.00
    201.|      6.|    122.|       -1.78|      -15.07|        1.65|        0.00|        0.00|        0.00
    202.|      1.|    249.|       26.74|      -53.27|        1.16|        0.00|        0.00|        0.00
    202.|      2.|    122.|       -0.94|      -13.95|        1.65|        0.00|        0.00|        0.00
    202.|      3.|    122.|       -0.94|      -13.95|        1.65|        0.00|        0.00|        0.00
    202.|      4.|    122.|       -0.94|      -13.95|        1.65|        0.00|        0.00|        0.00
    202.|      5.|    122.|       -0.94|      -13.95|        1.65|        0.00|        0.00|        0.00
    202.|      6.|    122.|       -0.94|      -13.95|        1.65|        0.00|        0.00|        0.00
    203.|      1.|    249.|       27.07|      -53.93|        1.16|        0.00|        0.00|        0.00
    203.|      2.|    122.|       -0.10|      -12.83|        1.65|        0.00|        0.00|        0.00
    203.|      3.|    122.|       -0.10|      -12.83|        1.65|        0.00|        0.00|        0.00
    203.|      4.|    122.|       -0.10|      -12.83|        1.65|        0.00|        0.00|        0.00
    203.|      5.|    122.|       -0.10|      -12.83|        1.65|        0.00|        0.00|        0.00
    203.|      6.|    122.|       -0.10|      -12.83|        1.65|        0.00|        0.00|        0.00
    204.|      1.|    249.|       27.39|      -54.57|        1.16|        0.00|        0.00|        0.00
    204.|      2.|    122.|        0.74|      -11.70|        1.65|        0.00|        0.00|        0.00
    204.|      3.|    122.|        0.74|      -11.70|        1.65|        0.00|        0.00|        0.00
    204.|      4.|    122.|        0.74|      -11.70|        1.65|        0.00|        0.00|        0.00
    204.|      5.|    122.|        0.74|      -11.70|        1.65|        0.00|        0.00|        0.00
    204.|      6.|    122.|        0.74|      -11.70|        1.65|        0.00|        0.00|        0.00
    205.|      1.|    249.|       27.70|      -55.20|        1.16|        0.00|        0.00|        0.00
    205.|      2.|    122.|        1.58|      -10.58|        1.65|        0.00|        0.00|        0.00
    205.|      3.|    122.|        1.58|      -10.58|        1.65|        0.00|        0.00|        0.00
    205.|      4.|    122.|        1.58|      -10.58|        1.65|        0.00|        0.00|        0.00
    205.|      5.|    122.|        1.58|      -10.58|        1.65|        0.00|        0.00|        0.00
    205.|      6.|    122.|        1.58|      -10.58|        1.65|        0.00|        0.00|        0.00
    206.|      1.|    249.|       28.01|      -55.81|        1.16|        0.00|        0.00|        0.00
    206.|      2.|    122.|        2.42|       -9.44|        1.65|        0.00|        0.00|        0.00
    206.|      3.|    122.|        2.42|       -9.44|        1.65|        0.00|        0.00|        0.00
    206.|      4.|    122.|        2.42|       -9.44|        1.65|        0.00|        0.00|        0.00
    206.|      5.|    122.|        2.42|       -9.44|        1.65|        0.00|        0.00|        0.00
    206.|      6.|    122.|        2.42|       -9.44|        1.65|        0.00|        0.00|        0.00
    207.|      1.|    249.|       28.30|      -56.40|        1.16|        0.00|        0.00|        0.00
    207.|      2.|    122.|        3.26|       -8.31|        1.65|        0.00|        0.00|        0.00
    207.|      3.|    122.|        3.26|       -8.31|        1.65|        0.00|        0.00|        0.00
    207.|      4.|    122.|        3.26|       -8.31|        1.65|        0.00|        0.00|        0.00
    207.|      5.|    122.|        3.26|       -8.31|        1.65|        0.00|        0.00|        0.00
    207.|      6.|    122.|        3.26|       -8.31|        1.65|        0.00|        0.00|        0.00
    208.|      1.|    249.|       28.59|      -56.98|        1.16|        0.00|        0.00|        0.00
    208.|      2.|    122.|        4.10|       -7.17|        1.65|        0.00|        0.00|        0.00
    208.|      3.|    122.|        4.10|       -7.17|        1.65|        0.00|        0.00|        0.00
    208.|      4.|    122.|        4.10|       -7.17|        1.65|        0.00|        0.00|        0.00
    208.|      5.|    122.|        4.10|       -7.17|        1.65|        0.00|        0.00|        0.00
    208.|      6.|    122.|        4.10|       -7.17|        1.65|        0.00|        0.00|        0.00
    209.|      1.|    249.|       28.87|      -57.54|        1.16|        0.00|        0.00|        0.00
    209.|      2.|    122.|        4.93|       -6.03|        1.65|        0.00|        0.00|        0.00
    209.|      3.|    122.|        4.93|       -6.03|        1.65|        0.00|        0.00|        0.00
    209.|      4.|    122.|        4.93|       -6.03|        1.65|        0.00|        0.00|        0.00
    209.|      5.|    122.|        4.93|       -6.03|        1.65|        0.00|        0.00|        0.00
    209.|      6.|    122.|        4.93|       -6.03|        1.65|        0.00|        0.00|        0.00
    210.|      1.|    249.|       29.14|      -58.08|        1.16|        0.00|        0.00|        0.00
    210.|      2.|    122.|        5.77|       -4.89|        1.65|        0.00|        0.00|        0.00
    210.|      3.|    122.|        5.77|       -4.89|        1.65|        0.00|        0.00|        0.00
    210.|      4.|    122.|        5.77|       -4.89|        1.65|        0.00|        0.00|        0.00
    210.|      5.|    122.|        5.77|       -4.89|        1.65|        0.00|        0.00|        0.00
    210.|      6.|    122.|        5.77|       -4.89|        1.65|        0.00|        0.00|        0.00
    211.|      1.|    249.|       29.40|      -58.61|        1.16|        0.00|        0.00|        0.00
    211.|      2.|    122.|        6.60|       -3.75|        1.65|        0.00|        0.00|        0.00
    211.|      3.|    122.|        6.60|       -3.75|        1.65|        0.00|        0.00|        0.00
    211.|      4.|    122.|        6.60|       -3.75|        1.65|        0.00|        0.00|        0.00
    211.|      5.|    122.|        6.60|       -3.75|        1.65|        0.00|        0.00|        0.00
    211.|      6.|    122.|        6.60|       -3.75|        1.65|        0.00|        0.00|        0.00
    212.|      1.|    249.|       29.65|      -59.11|        1.16|        0.00|        0.00|        0.00
    212.|      2.|    122.|        7.43|       -2.60|        1.65|        0.00|        0.00|        0.00
    212.|      3.|    122.|        7.43|       -2.60|        1.65|        0.00|        0.00|        0.00
    212.|      4.|    122.|        7.43|       -2.60|        1.65|        0.00|        0.00|        0.00
    212.|      5.|    122.|        7.43|       -2.60|        1.65|        0.00|        0.00|        0.00
    212.|      6.|    122.|        7.43|       -2.60|        1.65|        0.00|        0.00|        0.00
    213.|      1.|    249.|       29.89|      -59.60|        1.16|        0.00|        0.00|        0.00
    213.|      2.|    122.|        8.26|       -1.46|        1.65|        0.00|        0.00|        0.00
    213.|      3.|    122.|        8.26|       -1.46|        1.65|        0.00|        0.00|        0.00
    213.|      4.|    122.|        8.26|       -1.46|        1.65|        0.00|        0.00|        0.00
    213.|      5.|    122.|        8.26|       -1.46|        1.65|        0.00|        0.00|        0.00
    213.|      6.|    122.|        8.26|       -1.46|        1.65|        0.00|        0.00|        0.00
    214.|      1.|    249.|       30.12|      -60.07|        1.16|        0.00|        0.00|        0.00
    214.|      2.|    122.|        9.09|       -0.31|        1.65|        0.00|        0.00|        0.00
    214.|      3.|    122.|        9.09|       -0.31|        1.65|        0.00|        0.00|        0.00
    214.|      4.|    122.|        9.09|       -0.31|        1.65|        0.00|        0.00|        0.00
    214.|      5.|    122.|        9.09|       -0.31|        1.65|        0.00|        0.00|        0.00
    214.|      6.|    122.|        9.09|       -0.31|        1.65|        0.00|        0.00|        0.00
    215.|      1.|    249.|       30.35|      -60.52|        1.16|        0.00|        0.00|        0.00
    215.|      2.|    122.|        9.91|        0.83|        1.65|        0.00|        0.00|        0.00
    215.|      3.|    122.|        9.91|        0.83|        1.65|        0.00|        0.00|        0.00
    215.|      4.|    122.|        9.91|        0.83|        1.65|        0.00|        0.00|        0.00
    215.|      5.|    122.|        9.91|        0.83|        1.65|        0.00|        0.00|        0.00
    215.|      6.|    122.|        9.91|        0.83|        1.65|        0.00|        0.00|        0.00
    216.|      1.|    249.|       30.56|      -60.95|        1.16|        0.00|        0.00|        0.00
    216.|      2.|    122.|       10.74|        1.98|        1.65|        0.00|        0.00|        0.00
    216.|      3.|    122.|       10.74|        1.98|        1.65|        0.00|        0.00|        0.00
    216.|      4.|    122.|       10.74|        1.98|        1.65|        0.00|        0.00|        0.00
    216.|      5.|    122.|       10.74|        1.98|        1.65|        0.00|        0.00|        0.00
    216.|      6.|    122.|       10.74|        1.98|        1.65|        0.00|        0.00|        0.00
    217.|      1.|    249.|       30.77|      -61.37|        1.16|        0.00|        0.00|        0.00
    217.|      2.|    122.|       11.55|        3.12|        1.65|        0.00|        0.00|        0.00
    217.|      3.|    122.|       11.55|        3.12|        1.65|        0.00|        0.00|        0.00
    217.|      4.|    122.|       11.55|        3.12|        1.65|        0.00|        0.00|        0.00
    217.|      5.|    122.|       11.55|        3.12|        1.65|        0.00|        0.00|        0.00
    217.|      6.|    122.|       11.55|        3.12|        1.65|        0.00|        0.00|        0.00
    218.|      1.|    249.|       30.96|      -61.76|        1.16|        0.00|        0.00|        0.00
    218.|      2.|    122.|       12.37|        4.26|        1.65|        0.00|        0.00|        0.00
    218.|      3.|    122.|       12.37|        4.26|        1.65|        0.00|        0.00|        0.00
    218.|      4.|    122.|       12.37|        4.26|        1.65|        0.00|        0.00|        0.00
    218.|      5.|    122.|       12.37|        4.26|        1.65|        0.00|        0.00|        0.00
    218.|      6.|    122.|       12.37|        4.26|        1.65|        0.00|        0.00|        0.00
    219.|      1.|    249.|       31.15|      -62.14|        1.16|        0.00|        0.00|        0.00
    219.|      2.|    122.|       13.18|        5.41|        1.65|        0.00|        0.00|        0.00
    219.|      3.|    122.|       13.18|        5.41|        1.65|        0.00|        0.00|        0.00
    219.|      4.|    122.|       13.18|        5.41|        1.65|        0.00|        0.00|        0.00
    219.|      5.|    122.|       13.18|        5.41|        1.65|        0.00|        0.00|        0.00
    219.|      6.|    122.|       13.18|        5.41|        1.65|        0.00|        0.00|        0.00
    220.|      1.|    249.|       31.33|      -62.50|        1.16|        0.00|        0.00|        0.00
    220.|      2.|    122.|       13.98|        6.55|        1.65|        0.00|        0.00|        0.00
    220.|      3.|    122.|       13.98|        6.55|        1.65|        0.00|        0.00|        0.00
    220.|      4.|    122.|       13.98|        6.55|        1.65|        0.00|        0.00|        0.00
    220.|      5.|    122.|       13.98|        6.55|        1.65|        0.00|        0.00|        0.00
    220.|      6.|    122.|       13.98|        6.55|        1.65|        0.00|        0.00|        0.00
    221.|      1.|    249.|       31.49|      -62.84|        1.16|        0.00|        0.00|        0.00
    221.|      2.|    122.|       14.79|        7.68|        1.65|        0.00|        0.00|        0.00
    221.|      3.|    122.|       14.79|        7.68|        1.65|        0.00|        0.00|        0.00
    221.|      4.|    122.|       14.79|        7.68|        1.65|        0.00|        0.00|        0.00
    221.|      5.|    122.|       14.79|        7.68|        1.65|        0.00|        0.00|        0.00
    221.|      6.|    122.|       14.79|        7.68|        1.65|        0.00|        0.00|        0.00
    222.|      1.|    249.|       31.65|      -63.16|        1.16|        0.00|        0.00|        0.00
    222.|      2.|    122.|       15.58|        8.82|        1.65|        0.00|        0.00|        0.00
    222.|      3.|    122.|       15.58|        8.82|        1.65|        0.00|        0.00|        0.00
    222.|      4.|    122.|       15.58|        8.82|        1.65|        0.00|        0.00|        0.00
    222.|      5.|    122.|       15.58|        8.82|        1.65|        0.00|        0.00|        0.00
    222.|      6.|    122.|       15.58|        8.82|        1.65|        0.00|        0.00|        0.00
    223.|      1.|    249.|       31.80|      -63.46|        1.16|        0.00|        0.00|        0.00
    223.|      2.|    122.|       16.38|        9.95|        1.65|        0.00|        0.00|        0.00
    223.|      3.|    122.|       16.38|        9.95|        1.65|        0.00|        0.00|        0.00
    223.|      4.|    122.|       16.38|        9.95|        1.65|        0.00|        0.00|        0.00
    223.|      5.|    122.|       16.38|        9.95|        1.65|        0.00|        0.00|        0.00
    223.|      6.|    122.|       16.38|        9.95|        1.65|        0.00|        0.00|        0.00
    224.|      1.|    249.|       31.94|      -63.74|        1.16|        0.00|        0.00|        0.00
    224.|      2.|    122.|       17.16|       11.08|        1.65|        0.00|        0.00|        0.00
    224.|      3.|    122.|       17.16|       11.08|        1.65|        0.00|        0.00|        0.00
    224.|      4.|    122.|       17.16|       11.08|        1.65|        0.00|        0.00|        0.00
    224.|      5.|    122.|       17.16|       11.08|        1.65|        0.00|        0.00|        0.00
    224.|      6.|    122.|       17.16|       11.08|        1.65|        0.00|        0.00|        0.00
    225.|      1.|    249.|       32.07|      -64.00|        1.16|        0.00|        0.00|        0.00
    225.|      2.|    122.|       17.95|       12.21|        1.65|        0.00|        0.00|        0.00
    225.|      3.|    122.|       17.95|       12.21|        1.65|        0.00|        0.00|        0.00
    225.|      4.|    122.|       17.95|       12.21|        1.65|        0.00|        0.00|        0.00
    225.|      5.|    122.|       17.95|       12.21|        1.65|        0.00|        0.00|        0.00
    225.|      6.|    122.|       17.95|       12.21|        1.65|        0.00|        0.00|        0.00
    226.|      1.|    249.|       32.19|      -64.25|        1.16|        0.00|        0.00|        0.00
    226.|      2.|    122.|       18.72|       13.33|        1.65|        0.00|        0.00|        0.00
    226.|      3.|    122.|       18.72|       13.33|        1.65|        0.00|        0.00|        0.00
    226.|      4.|    122.|       18.72|       13.33|        1.65|        0.00|        0.00|        0.00
    226.|      5.|    122.|       18.72|       13.33|        1.65|        0.00|        0.00|        0.00
    226.|      6.|    122.|       18.72|       13.33|        1.65|        0.00|        0.00|        0.00
    227.|      1.|    249.|       32.30|      -64.47|        1.16|        0.00|        0.00|        0.00
    227.|      2.|    122.|       19.50|       14.45|        1.65|        0.00|        0.00|        0.00
    227.|      3.|    122.|       19.50|       14.45|        1.65|        0.00|        0.00|        0.00
    227.|      4.|    122.|       19.50|       14.45|        1.65|        0.00|        0.00|        0.00
    227.|      5.|    122.|       19.50|       14.45|        1.65|        0.00|        0.00|        0.00
    227.|      6.|    122.|       19.50|       14.45|        1.65|        0.00|        0.00|        0.00
    228.|      1.|    249.|       32.40|      -64.67|        1.16|        0.00|        0.00|        0.00
    228.|      2.|    122.|       20.26|       15.57|        1.65|        0.00|        0.00|        0.00
    228.|      3.|    122.|       20.26|       15.57|        1.65|        0.00|        0.00|        0.00
    228.|      4.|    122.|       20.26|       15.57|        1.65|        0.00|        0.00|        0.00
    228.|      5.|    122.|       20.26|       15.57|        1.65|        0.00|        0.00|        0.00
    228.|      6.|    122.|       20.26|       15.57|        1.65|        0.00|        0.00|        0.00
    229.|      1.|    249.|       32.49|      -64.86|        1.16|        0.00|        0.00|        0.00
    229.|      2.|    122.|       21.02|       16.68|        1.65|        0.00|        0.00|        0.00
    229.|      3.|    122.|       21.02|       16.68|        1.65|        0.00|        0.00|        0.00
    229.|      4.|    122.|       21.02|       16.68|        1.65|        0.00|        0.00|        0.00
    229.|      5.|    122.|       21.02|       16.68|        1.65|        0.00|        0.00|        0.00
    229.|      6.|    122.|       21.02|       16.68|        1.65|        0.00|        0.00|        0.00
    230.|      1.|    249.|       32.57|      -65.02|        1.16|        0.00|        0.00|        0.00
    230.|      2.|    122.|       21.77|       17.78|        1.65|        0.00|        0.00|        0.00
    230.|      3.|    122.|       21.77|       17.78|        1.65|        0.00|        0.00|        0.00
    230.|      4.|    122.|       21.77|       17.78|        1.65|        0.00|        0.00|        0.00
    230.|      5.|    122.|       21.77|       17.78|        1.65|        0.00|        0.00|        0.00
    230.|      6.|    122.|       21.77|       17.78|        1.65|        0.00|        0.00|        0.00
    231.|      1.|    249.|       32.64|      -65.16|        1.16|        0.00|        0.00|        0.00
    231.|      2.|    122.|       22.52|       18.88|        1.65|        0.00|        0.00|        0.00
    231.|      3.|    122.|       22.52|       18.88|        1.65|        0.00|        0.00|        0.00
    231.|      4.|    122.|       22.52|       18.88|        1.65|        0.00|        0.00|        0.00
    231.|      5.|    122.|       22.52|       18.88|        1.65|        0.00|        0.00|        0.00
    231.|      6.|    122.|       22.52|       18.88|        1.65|        0.00|        0.00|        0.00
    232.|      1.|    249.|       32.70|      -65.29|        1.16|        0.00|        0.00|        0.00
    232.|      2.|    122.|       23.26|       19.98|        1.65|        0.00|        0.00|        0.00
    232.|      3.|    122.|       23.26|       19.98|        1.65|        0.00|        0.00|        0.00
    232.|      4.|    122.|       23.26|       19.98|        1.65|        0.00|        0.00|        0.00
    232.|      5.|    122.|       23.26|       19.98|        1.65|        0.00|        0.00|        0.00
    232.|      6.|    122.|       23.26|       19.98|        1.65|        0.00|        0.00|        0.00
    233.|      1.|    249.|       32.75|      -65.39|        1.16|        0.00|        0.00|        0.00
    233.|      2.|    122.|       23.99|       21.06|        1.65|        0.00|        0.00|        0.00
    233.|      3.|    122.|       23.99|       21.06|        1.65|        0.00|        0.00|        0.00
    233.|      4.|    122.|       23.99|       21.06|        1.65|        0.00|        0.00|        0.00
    233.|      5.|    122.|       23.99|       21.06|        1.65|        0.00|        0.00|        0.00
    233.|      6.|    122.|       23.99|       21.06|        1.65|        0.00|        0.00|        0.00
    234.|      1.|    249.|       32.79|      -65.48|        1.16|        0.00|        0.00|        0.00
    234.|      2.|    122.|       24.72|       22.15|        1.65|        0.00|        0.00|        0.00
    234.|      3.|    122.|       24.72|       22.15|        1.65|        0.00|        0.00|        0.00
    234.|      4.|    122.|       24.72|       22.15|        1.65|        0.00|        0.00|        0.00
    234.|      5.|    122.|       24.72|       22.15|        1.65|        0.00|        0.00|        0.00
    234.|      6.|    122.|       24.72|       22.15|        1.65|        0.00|        0.00|        0.00
    235.|      1.|    249.|       32.82|      -65.54|        1.16|        0.00|        0.00|        0.00
